Data,Label
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
یاد ہے اک دن                                                                                                                                         میری میز پہ بیٹھے بیٹھے سگریٹ کی ڈبیہ پر تم نے ایک اسکیچ بنایا تھا آ کر دیکھو اس پودے پر پھول آیا ہے! کہیں تو گرد اڑے یا کہیں غبار دکھے کہیں سے آتا ہوا کوئی شہوار دکھے خفا تھی شاخ سے شاید کہ جب ہوا گزری زمیں پہ گرتے ہوئے پھول بے شمار دکھے رواں ہیں پھر بھی رکے ہیں وہیں پہ صدیوں سے بڑے اداس لگے جب بھی آبشار دکھے کبھی تو چونک کے دیکھے کوئی ہماری طرف کسی کی آنکھ میں ہم کو بھی انتظار دکھے کوئی طلسمی صفت تھی جو اس ہجوم میں وہ ہوئے جو آنکھ سے اوجھل تو بار بار دکھے گلزار,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
وقت کو آتے نہ جاتے نہ گزرتے دیکھا                                                                                                             نہ اترتے ہوئے دیکھا کبھی الہام کی صورت جمع ہوتے ہوئے اک جگہ مگر دیکھا ہے شاید آیا تھا وہ خوابوں سے دبے پاؤں ہی اور جب آیا خیالوں کو بھی احساس نہ تھا آنکھ کا رنگ طلوع ہوتے ہوئے دیکھا جس دن میں نے چوما تھا مگر وقت کو پہچانا نہ تھا چند تتلائے ہوئے بولوں میں آہٹ بھی سنی دودھ کا دانت گرا تھا تو وہاں بھی دیکھا بوسکی بیٹی مری چکنی سی ریشم کی ڈلی لپٹی لپٹائی ہوئی ریشمی تانگوں میں پڑی تھی مجھ کو احساس نہیں تھا کہ وہاں وقت پڑا ہے پالنا کھول کے جب میں نے اتارا تھا اسے بستر پر لوری کے بولوں سے اک بار چھوا تھا اس کو بڑھتے ناخونوں میں ہر بار تراشا بھی تھا چوڑیاں چڑھتی اترتی تھیں کلائی پہ مسلسل اور ہاتھوں سے اترتی کبھی چڑھتی تھیں کتابیں مجھ کو معلوم نہیں تھا کہ وہاں وقت لکھا ہے وقت کو آتے نہ جاتے نہ گزرتے دیکھا جمع ہوتے ہوئے دیکھا مگر اس کو میں نے اس برس بوسکی اٹھارہ برس کی ہوگی,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
تجھ کو دیکھا ہے جو دریا نے ادھر آتے ہوئے                                                                    کچھ بھنور ڈوب گئے پانی میں چکراتے ہوئے ہم نے تو رات کو دانتوں سے پکڑ کر رکھا چھینا جھپٹی میں افق کھلتا گیا جاتے ہوئے میں نہ ہوں گا تو خزاں کیسے کٹے گی تیری شوخ پتے نے کہا شاخ سے مرجھاتے ہوئے حسرتیں اپنی بلکتیں نہ یتیموں کی طرح ہم کو آواز ہی دے لیتے ذرا جاتے ہوئے سی لیے ہونٹ وہ پاکیزہ نگاہیں سن کر میلی ہو جاتی ہے آواز بھی دہراتے ہوئے بھولے بسرے موسموں کے درمیاں رہتا ہوں میں اب جہاں کوئی نہیں وہاں رہتا ہوں میں دن ڈھلے کرتا ہوں بوڑھی ہڈیوں سے ساز باز جب تلک شب ڈھل نہیں جاتی جواں رہتا ہوں میں کیا خبر ان کو بھی آتا ہو کبھی میرا خیال کن ملالوں میں ہوں کیسا ہوں کہاں رہتا ہوں میں جگمگاتے جاگتے شہروں میں رہتا ہوں ملول سوئی سوئی بستیوں میں شادماں رہتا ہوں میں بوتا رہتا ہوں ہوا میں گم شدہ نغموں کے بیج وہ سمجھتے ہیں کہ مصروف فغاں رہتا ہوں میں میر تقی میر,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ڈھب ہیں تیرے سے باغ میں گل کے                                                                       بو گئی کچھ دماغ میں گل کے جائے روغن دیا کرے ہے عشق خون بلبل چراغ میں گل کے دل تسلی نہیں صبا ورنہ جلوے سب ہیں گے داغ میں گل کے اس حدیقے کے عیش پر مت جا مے نہیں ہے ایاغ میں گل کے سیر کر میرؔ اس چمن کی شتاب ہے خزاں بھی سراغ میں گل کے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
مشکل ہے ہونا روکش رخسار کی جھلک کے                                                                  ہم تو بشر ہیں اس جا پر جلتے ہیں ملک کے مرتا ہے کیوں تو ناحق یاری برادری پر دنیا کے سارے ناتے ہیں جیتے جی تلک کے کہتے ہیں گور میں بھی ہیں تین روز بھاری جاویں کدھر الٰہی مارے ہوئے فلک کے لاتے نہیں نظر میں غلطانی گہر کو ہم معتقد ہیں اپنے آنسو ہی کی ڈھلک کے کل اک مژہ نچوڑے طوفان نوح آیا فکر فشار میں ہوں میرؔ آج ہر پلک کے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
شب شمع پر پتنگ کے آنے کو عشق ہے                                                                       اس دل جلے کے تاب کے لانے کو عشق ہے سر مار مار سنگ سے مردانہ جی دیا فرہاد کے جہان سے جانے کو عشق ہے اٹھیو سمجھ کے جا سے کہ مانند گرد باد آوارگی سے تیری زمانے کو عشق ہے بس اے سپہر سعی سے تیری تو روز و شب یاں غم ستانے کو ہے جلانے کو عشق ہے بیٹھی جو تیغ یار تو سب تجھ کو کھا گئی اے سینے تیرے زخم اٹھانے کو عشق ہے اک دم میں تو نے پھونک دیا دو جہاں کے تیں اے عشق تیرے آگ لگانے کو عشق ہے سودا ہو تب ہو میرؔ کو تو کریے کچھ علاج اس تیرے دیکھنے کے دوانے کو عشق ہے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
گئے جی سے چھوٹے بتوں کی جفا سے                                                                       یہی بات ہم چاہتے تھے خدا سے وہ اپنی ہی خوبی پہ رہتا ہے نازاں مرو یا جیو کوئی اس کی بلا سے کوئی ہم سے کھلتے ہیں بند اس قبا کے یہ عقدے کھلیں گے کسو کی دعا سے پشیمان توبہ سے ہوگا عدم میں کہ غافل چلا شیخ لطف ہوا سے نہ رکھی مری خاک بھی اس گلی میں کدورت مجھے ہے نہایت صبا سے جگر سوئی مژگاں کھنچا جائے ہے کچھ مگر دیدۂ تر ہیں لوہو کے پیاسے اگر چشم ہے تو وہی عین حق ہے تعصب تجھے ہے عجب ماسوا سے طبیب سبک عقل ہرگز نہ سمجھا ہوا درد عشق آہ دونا دوا سے ٹک اے مدعی چشم انصاف وا کر کہ بیٹھے ہیں یہ قافیے کس ادا سے نہ شکوہ شکایت نہ حرف و حکایت کہو میرؔ جی آج کیوں ہو خفا سے میر تقی میر,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
حصول کام کا دل خواہ یاں ہوا بھی ہے                                                                       سماجت اتنی بھی سب سے کوئی خدا بھی ہے موئے ہی جاتے ہیں ہم درد عشق سے یارو کسو کے پاس اس آزار کی دوا بھی ہے اداسیاں تھیں مری خانقہ میں قابل سیر صنم کدے میں تو ٹک آ کے دل لگا بھی ہے یہ کہیے کیونکے کہ خوباں سے کچھ نہیں مطلب لگے جو پھرتے ہیں ہم کچھ تو مدعا بھی ہے ترا ہے وہم کہ میں اپنے پیرہن میں ہوں نگاہ غور سے کر مجھ میں کچھ رہا بھی ہے جو کھولوں سینۂ مجروح تو نمک چھڑکے جراحت اس کو دکھانے کا کچھ مزہ بھی ہے کہاں تلک شب و روز آہ درد دل کہیے ہر ایک بات کو آخر کچھ انتہا بھی ہے ہوس تو دل میں ہمارے جگہ کرے لیکن کہیں ہجوم سے اندوہ غم کے جا بھی ہے غم فراق ہے دنبالۂ گرد عیش وصال فقط مزہ ہی نہیں عشق میں بلا بھی ہے قبول کریے تری رہ میں جی کو کھو دینا جو کچھ بھی پائیے تجھ کو تو آشنا بھی ہے جگر میں سوزن مژگاں کے تیں کڈھب نہ گڑو کسو کے زخم کو تو نے کبھو سیا بھی ہے گزار شہر وفا میں سمجھ کے کر مجنوں کہ اس دیار میں میرؔ شکستہ پا بھی ہے میر تقی میر,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
قرار دل کا یہ کاہے کو ڈھنگ تھا آگے                                                                        ہمارے چہرے کے اوپر بھی رنگ تھا آگے اٹھائیں تیرے لیے بد زبانیاں ان کی جنہوں کی ہم کو خوشامد سے ننگ تھا آگے ہماری آہوں سے سینے پہ ہو گیا بازار ہر ایک زخم کا کوچہ جو تنگ تھا آگے رہا تھا شمع سے مجلس میں دوش کتنا فرق کہ جل بجھے تھے یہ ہم پر پتنگ تھا آگے کیا خراب تغافل نے اس کے ورنہ میرؔ ہر ایک بات پہ دشنام و سنگ تھا آگے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
طاقت نہیں ہے جی میں نے اب جگر رہا ہے                                                                   پھر دل ستم رسیدہ اک ظلم کر رہا ہے مارا ہے کس کو ظالم اس بے سلیقگی سے دامن تمام تیرا لوہو میں بھر رہا ہے پہنچا تھا تیغ کھینچے مجھ تک جو بولے دشمن کیا مارتا ہے اس کو یہ آپھی مر رہا ہے آنے کہا ہے میرے خوش قد نے رات گزرے ہنگامۂ قیامت اب صبح پر رہا ہے چل ہم نشیں کہ دیکھیں آوارہ میرؔ کو ٹک خانہ خراب وہ بھی آج اپنے گھر رہا ہے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
نہ گیا خیال زلف سیہ جفا شعاراں                                                                                                                     نہ ہوا کہ صبح ہووے شب تیرہ روزگاراں نہ کہا تھا اے رفوگر ترے ٹانکے ہوں گے ڈھیلے نہ سیا گیا یہ آخر دل چاک بے قراراں ہوئی عید سب نے پہنے طرب و خوشی کے جامے نہ ہوا کہ ہم بھی بدلیں یہ لباس سوگواراں خطر عظیم میں ہیں مری آہ و اشک سے سب کہ جہان رہ چکا پھر جو یہی ہے باد و باراں کہیں خاک کو کو اس کی تو صبا نہ دیجو جنبش کہ بھرے ہیں اس زمیں میں جگر جگر فگاراں رکھے تاج زر کو سر پر چمن زمانہ میں گل نہ شگفتہ ہو تو اتنا کہ خزاں ہے یہ بہاراں نہیں تجھ کو چشم عبرت یہ نمود میں ہے ورنہ کہ گئے ہیں خاک میں مل کئی تجھ سے تاجداراں تو جہاں سے دل اٹھا یاں نہیں رسم دردمندی کسی نے بھی یوں نہ پوچھا ہوئے خاک یاں ہزاراں یہ اجل سے جی چھپانا مرا آشکار ہے گا کہ خراب ہوگا مجھ بن غم عشق گل غداراں یہ سنا تھا میرؔ ہم نے کہ فسانہ خواب لا ہے تری سر گذشت سن کر گئے اور خواب یاراں میر تقی میر,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
صرف میرے لیے نہیں رہنا                                                                                                                            تم مرے بعد بھی حسیں رہنا پیڑ کی طرح جس جگہ پھوٹا عمر بھر ہے مجھے وہیں رہنا مشغلہ ہے شریف لوگوں کا صورت مار آستیں رہنا دلی اجڑی اداس بستی میں چاہتے تھے کئی مکیں رہنا مر نہ جائے تمہاری پھلواری قریۂ زخم کے قریں رہنا مسکراتا ہوں عادتاً اسلمؔ کون سمجھے مرا غمیں رہنا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
جب میں اس کے گاؤں سے باہر نکلا تھا                                                                                                                ہر رستے نے میرا رستہ روکا تھا مجھ کو یاد ہے جب اس گھر میں آگ لگی اوپر سے بادل کا ٹکڑا گزرا تھا شام ہوئی اور سورج نے اک ہچکی لی بس پھر کیا تھا کوسوں تک سناٹا تھا میں نے اپنے سارے آنسو بخش دیے بچے نے تو ایک ہی پیسہ مانگا تھا شہر میں آ کر پڑھنے والے بھول گئے کس کی ماں نے کتنا زیور بیچا تھا میر تقی میر,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
دل پہنچا ہلاکی کو نپٹ کھینچ کسالا                                                                                                                    لے یار مرے سلمہ اللہ تعالی کچھ میں نہیں اس دل کی پریشانی کا باعث برہم ہی مرے ہاتھ لگا تھا یہ رسالا معمور شرابوں سے کبابوں سے ہے سب دیر مسجد میں ہے کیا شیخ پیالہ نہ نوالا گزرے ہے لہو واں سر ہر خار سے اب تک جس دشت میں پھوٹا ہے مرے پاؤں کا چھالا گر قصد ادھر کا ہے تو ٹک دیکھ کے آنا یہ دیر ہے زہاد نہ ہو خانۂ خالا جس گھر میں ترے جلوے سے ہو چاندنی کا فرش واں چادر مہتاب ہے مکڑی کا سا جالا دشمن نہ کدورت سے مرے سامنے ہو جو تلوار کے لڑنے کو مرے کیجو حوالہ ناموس مجھے صافی طینت کی ہے ورنہ رستم نے مری تیغ کا حملہ نہ سنبھالا دیکھے ہے مجھے دیدۂ پر خشم سے وہ میرؔ میرے ہی نصیبوں میں تھا یہ زہر کا پیالا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
جھمکے دکھا کے طور کو جن نے جلا دیا                                                                                                                 آئی قیامت ان نے جو پردہ اٹھا دیا اس فتنے کو جگا کے پشیماں ہوئی نسیم کیا کیا عزیز لوگوں کو ان نے سلا دیا اب بھی دماغ رفتہ ہمارا ہے عرش پر گو آسماں نے خاک میں ہم کو ملا دیا جانی نہ قدر اس گہر شب چراغ کی دل ریزۂ خزف کی طرح میں اٹھا دیا تقصیر جان دینے میں ہم نے کبھو نہ کی جب تیغ وہ بلند ہوئی سر جھکا دیا گرمی چراغ کی سی نہیں وہ مزاج میں اب دل فسردگی سے ہوں جیسے بجھا دیا وہ آگ ہو رہا ہے خدا جانے غیر نے میری طرف سے اس کے تئیں کیا لگا دیا اتنا کہا تھا فرش تری رہ کے ہم ہوں کاش سو تو نے مار مار کے آ کر بچھا دیا اب گھٹتے گھٹتے جان میں طاقت نہیں رہی ٹک لگ چلی صبا کہ دیا سا بڑھا دیا تنگی لگا ہے کرنے دم اپنا بھی ہر گھڑی کڑھنے نے دل کے جی کو ہمارے کھپا دیا کی چشم تو نے باز کہ کھولا در ستم کس مدعی خلق نے تجھ کو جگا دیا کیا کیا زیان میرؔ نے کھینچے ہیں عشق میں دل ہاتھ سے دیا ہے جدا سر جدا دیا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
دل کے تیں آتش ہجراں سے بچایا نہ گیا                                                                                                             گھر جلا سامنے پر ہم سے بجھایا نہ گیا دل میں رہ دل میں کہ معمار قضا سے اب تک ایسا مطبوع مکاں کوئی بنایا نہ گیا کبھو عاشق کا ترے جبہے سے ناخن کا خراش خط تقدیر کے مانند مٹایا نہ گیا کیا تنک حوصلہ تھے دیدہ و دل اپنے آہ ایک دم راز محبت کا چھپایا نہ گیا دل جو دیدار کا قاتل کے بہت بھوکا تھا اس ستم کشتہ سے اک زخم بھی کھایا نہ گیا میں تو تھا صید زبوں صید گہ عشق کے بیچ آپ کو خاک میں بھی خوب ملایا نہ گیا شہر دل آہ عجب جائے تھی پر اس کے گئے ایسا اجڑا کہ کسی طرح بسایا نہ گیا آج رکتی نہیں خامے کی زباں رکھیے معاف حرف کا طول بھی جو مجھ سے گھٹایا نہ گیا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
کثرت داغ سے دل رشک گلستاں نہ ہوا                                                                                                                        میرا دل خواہ جو کچھ تھا وہ کبھو یاں نہ ہوا جی تو ایسے کئی صدقے کیے تجھ پر لیکن حیف یہ ہے کہ تنک تو بھی پشیماں نہ ہوا آہ میں کب کی کہ سرمایۂ دوزخ نہ ہوئی کون سا اشک مرا منبع طوفاں نہ ہوا گو توجہ سے زمانے کی جہاں میں مجھ کو جاہ و ثروت کا میسر سر و ساماں نہ ہوا شکر صد شکر کہ میں ذلت و خواری کے سبب کسی عنوان میں ہم چشم عزیزاں نہ ہوا برق مت خوشے کی اور اپنی بیاں کر صحبت شکر کر یہ کہ مرا واں دل سوزاں نہ ہوا دل‌ بے رحم گیا شیخ لیے زیر زمیں مر گیا پر یہ کہن گبر مسلماں نہ ہوا کون سی رات زمانے میں گئی جس میں میرؔ سینۂ چاک سے میں دست و گریباں نہ ہوا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
گل و بلبل بہار میں دیکھا                                                                                                                               ایک تجھ کو ہزار میں دیکھا جل گیا دل سفید ہیں آنکھیں یہ تو کچھ انتظار میں دیکھا جیسا مضطر تھا زندگی میں دل ووہیں میں نے قرار میں دیکھا آبلے کا بھی ہونا دامن گیر تیرے کوچے کے خار میں دیکھا تیرہ عالم ہوا یہ روز سیاہ اپنے دل کے غبار میں دیکھا ذبح کر میں کہا تھا مرتا ہوں دم نہیں مجھ شکار میں دیکھا جن بلاؤں کو میرؔ سنتے تھے ان کو اس روزگار میں دیکھا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
کس شام سے اٹھا تھا مرے دل میں درد سا                                                                                                          سو ہو چلا ہوں پیشتر از صبح سرد سا بیٹھا ہوں جوں غبار ضعیف اب وگرنہ میں پھرتا رہا ہوں گلیوں میں آوارہ گرد سا قصد طریق عشق کیا سب نے بعد قیس لیکن ہوا نہ ایک بھی اس رہ نورد سا حاضر یراق بے مزگی کس گھڑی نہیں معشوق کچھ ہمارا ہے عاشق نبرد سا کیا میرؔ ہے یہی جو ترے در پہ تھا کھڑا نمناک چشم و خشک لب و رنگ زرد سا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
قابو خزاں سے ضعف کا گلشن میں بن گیا                                                                                                          دوش ہوا پہ رنگ گل و یاسمن گیا برگشتہ بخت دیکھ کہ قاصد سفر سے میں بھیجا تھا اس کے پاس سو میرے وطن گیا خاطر نشاں اے صید فگن ہوگی کب تری تیروں کے مارے میرا کلیجہ تو چھن گیا یادش بخیر دشت میں مانند عنکبوت دامن کے اپنے تار جو خاروں پہ تن گیا مارا تھا کس لباس میں عریانی نے مجھے جس سے تہ زمین بھی میں بے کفن گیا آئی اگر بہار تو اب ہم کو کیا صبا ہم سے تو آشیاں بھی گیا اور چمن گیا سرسبز ملک ہند میں ایسا ہوا کہ میرؔ یہ ریختہ لکھا ہوا تیرا دکن گیا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
نئی طرزوں سے میخانے میں رنگ مے جھلکتا تھا                                                                                              گلابی روتی تھی واں جام ہنس ہنس کر چھلکتا تھا ترے اس خاک اڑانے کی دھمک سے اے مری وحشت کلیجا ریگ صحرا کا بھی دس دس گز تھلکتا تھا گئی تسبیح اس کی نزع میں کب میرؔ کے دل سے اسی کے نام کی سمرن تھی جب منکا ڈھلکتا تھا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
پل میں جہاں کو دیکھتے میرے ڈبو چکا                                                                                                           اک وقت میں یہ دیدہ بھی طوفان رو چکا افسوس میرے مردے پر اتنا نہ کر کہ اب پچھتانا یوں ہی سا ہے جو ہونا تھا ہو چکا لگتی نہیں پلک سے پلک انتظار میں آنکھیں اگر یہی ہیں تو بھر نیند سو چکا یک چشمک پیالہ ہے ساقی بہار عمر جھپکی لگی کہ دور یہ آخر ہی ہو چکا ممکن نہیں کہ گل کرے ویسی شگفتگی اس سرزمیں میں تخم محبت میں بو چکا پایا نہ دل بہایا ہوا سیل اشک کا میں پنجۂ مژہ سے سمندر بلو چکا ہر صبح حادثے سے یہ کہتا ہے آسماں دے جام خون میرؔ کو گر منہ وہ دھو چکا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
بس یہ بات ہوائوں کو بتائے رکھنا                                                                                                              روشنی ہوگی چراغوں کوجلائے رکھنا لہو دیکرجسکی حفاظت کی شہیدوں نے اس ارضِ پاک کوسدا دل میں بسائے رکھنا,Patriotic
,
,
,
,
وطن کی بیٹی ہو تم                                                                                                                               وطن کو ناز ہے تم پہ یہ خاک گواہی دے گی جب روز قیامت بات ہو گی وعدے پورے کر کے محبت کا حق ادا کر کے تم نے جنت کی جو راہ لی آفریں ہے تم پہ، آفریں ہے تم پہ,Patriotic
,
,
,
,
,
,
,
شہادت کی تسبیح پڑھتے ہوئے                                                                      صبیح بھی قربان ہو گیا وطن پہ  آؤ تمھیں بتاؤں ذرا کامل ایمان کیا ہوتا ہے وطن سے عشق کی جب بات ہو تو فرض کے لئیے قربانی دینا کیا ہوتا ہے آو ملواوں ان سے جو ان راہوں سے گزرے ہیں بڑے ہی شوق سے اور بے شمار گزرے ہیں صف بہ صف جوق در جوق بہت پرسکون اور بے باک وہ لوگ ملو ان سے جو ہیں ابدی زندگی کے چراغ جنہیں ہم سب کہتے ہیں ہمارے شہداء دیکھو تو چہرے ان جاں فروشوں کے دمک رہے ہوں نور سے جیسے ہر دم مثال نہیں ملتی ایسے جاں بازوں کی منزل ہو شہادت جن سر فروشوں کی شہادت کا تاج پہنے ہوئے چہکتے ہوں گے جنت میں ان تمام وجود کو سلام ہو ان تمام شہداء کو سلام ہو ان تمام رہبروں کو سلام ان تمام جنتیوں کو سلام,Patriotic
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
بہار کی ضرورت ھے گلستان و چمن کو                                                                                                       خدا نظر بد سے بچائے ھمارے وطن کو یہ جو سلامت ھے تو تم بھی ھو سلامت دعا کرو کوئی گھن نہ لگے اس مہکتے گلشن کو,Patriotic
,
,
,
,
گر میں دہشت گردی کا مارا                                                                                                                    میں مفلس بے بس بےکارہ میرا چین ایسی میں پوشیدہ میں جیسا بهی ہوں یک نعرہ گر جینا بهی دشوار ہے مجهے اپنے وطن سے پیار ہے بے برگ و نوا بے دست و پا بے آب و رنگ بے شک بے جا یہ جتنے خامیاں ہم میں ہیں بے صبری میں بهی یہ نعرہ گر جینا بهی دشوار ہے مجهے اپنے وطن سے پیار ہے گر وقت برا ہے سو گزرا امید پہ امید بڑا سرمایہ اب وقت نوید لایا سازند ہے بے باک با ہمت کا نعرہ گر جینا بهی دشوار ہے مجهے اپنے وطن سے پیار ہے,Patriotic
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
میرے وطن کی طرف میلی آنکھ اٹھانے والے سن                                                                                       میرا یہ پیغام تم کو ایک نصیحت ھے کسی بھی طرح ھمیں کمزور نہیں سمجھنا تم کہ ھمارا ایمان ھے بعد المرگ ایک جنت ھے مگر !!! تمھارا کیا ھو گا یے نہین معلوم کہ کافر کے لیے دوزخ ھے عذاب قدرت ھے  پیار و محبت بھرا ایک وطن چاہتا ہوں جہاں صرف ہم ہوں ایساچمن چاہتا ہوں مال و ذر کی دنیا سےکچھ نہیں چاہیے اپنے لیےصرف چار گز کا کفن چاہتاہوں مجھ جیسےگناہ گار کو اگر جنت مل گئی میں کہہ دوں گا حورنہیں پڑوسن چاہتاہوں  یہ پیارے خاکی وردیوں والے ہر باپ کا فخر غرور ہیں یہ ہر ماں کی آنکھ کا نور ہیں یہ ہر بہن کے سر کی چادر ہیں اور دیس کی سرحد کے محافظ ہیں اس دیس کی مٹی کے متوالے یہ پیارے خاکی وردیوں والے الله رکھے آباد وطن کو تا حشر رکھے شاد وطن کو اور بن کے یہ نگہبان رہیں تیغوں کے سائے میں پالے یہ پیارے خاکی وردیوں والے سوہنی دھرتی کے رکھوالے  نہ خود کہ اتنا حقیر سمجھو کہ تم سے کوئی حساب مانگے خواہشوں کی کتاب مانگے نہ خود کو اتنا قلیل سمجھو کہ کوئی دُشمن تم سے کہے وفائیں اپنی، ہمیں لوٹا دو وطن کو اپنے، ہمیں تھما دو,Patriotic
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
سوہنی دھرتی کے رکھوالے,Patriotic
,
,
,
,
,
,
,
,
,
,
,
,
,
میرے وطن کے شیر جوانوں,Patriotic
,
,
,
,
,
,
,
ہزاروں میل جو اپنے وطن سے دور بیٹھے ہیں                                                                                             وطن کی چاہتوں میں ہر گھڑی وہ چور بیٹھے ہیں میسر ہیں انھیں آسائشیں سارے زمانے کی مگر یہ بھی حقیقت ہے بڑے مجبور بیٹھے ہیں کمانے کے لئے روزی پرائے دیس جاتے ہیں تو آخر کار وہ اک دن وطن کو لوٹ آتے ہیں کہ ان کے جسدِ خاکی کو یہ دھرتی ڈھانپ لیتی ہے دیارِ غیر کی وہ خاک میں کب چین پاتے ہیں انھیں پردیس میں ساون کی بارش یاد آتی ہے وہ خوشبو سوندھی مٹی کی تصور کو لبھاتی ہے بھرا کرتے ہیں آہیں یاد کر کے وہ عزیزوں کو دنوں کے بعد جب کوئی نئی ای-میل آتی ہے ہم اچھے تھے جب اپنے دیس میں دکھ درد سہتے تھے کوئی تکلیف ہو اک دوسرے سے کھل کے کہتے تھے جب اپنے شہر میں تھے ہم تو اک پہچان تھی اپنی یہاں رہ کر تو ہمسائے سے بھی انجان رہتے ہیں ہر اک ذرہ ہمیں دھرتی کا اپنی جاں سے پیارا ہے اسے پانے کی خاطر ہم نے سب کچھ اپنا ہارا ہے خدانخواسطہ اس پر اگر کچھ آنچ آجائے تو پھر بیکار اس کے نام پر جینا ہمارا ہے ہمارے قائدِ اعظم نے دلوایا تھا یہ خطہ کہ ہم نے نام پر اسلام کے پایا تھا یہ خطہ نہ ہونے دیں گے ہم پامال اس کی شانِ رفتہ کو بڑی مشکل سے اپنے ہاتھ میں آیا تھا یہ خطہ وطن کے ایک اِک چپے کو پھولوں سے سجانا ہے جو ہم سے دور ہیں ان کو خیالوں میں بلانا ہے نئی نسلوں کو کر کے آشنا اپنے رواجوں سے انھیں بھی اپنی تہذیب و ثقافت سے ملانا ہے جو سچ پوچھو تو سچ یہ ہے وطن ایمان ہوتا ہے پرائے دیس میں انسان کی پہچان ہوتا ہے کہ جو پردیس میں رہ کر اسے بدنام کرتا ہے وہ شخص عذراؔ زمانے میں بڑا نادان ہوتا ہے,Patriotic
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
